match_id,date,home_team,visitor_team,home_team_score,visitor_team_score,ast,blocks,defensive_rebounds,three_point_pct,field_goal_pct,free_throw_pct,min,oreb,pf,player,player_id,team_id,reb,stl,turnover
473896,2021-12-25,Milwaukee Bucks,Boston Celtics,117,113,,,,,,,,,,,,,,,
474004,2022-01-08,Charlotte Hornets,Milwaukee Bucks,114,106,,,,,,,,,,,,,,,
474035,2022-01-13,Milwaukee Bucks,Golden State Warriors,118,99,,,,,,,,,,,,,,,
474241,2022-02-10,Phoenix Suns,Milwaukee Bucks,131,107,,,,,,,,,,,,,,,
474266,2022-02-14,Milwaukee Bucks,Portland Trail Blazers,107,122,,,,,,,,,,,,,,,
474389,2022-03-09,Milwaukee Bucks,Atlanta Hawks,124,115,,,,,,,,,,,,,,,
474342,2022-03-02,Milwaukee Bucks,Miami Heat,120,119,,,,,,,,,,,,,,,
473948,2022-01-01,Milwaukee Bucks,New Orleans Pelicans,136,113,,,,,,,,,,,,,,,
474092,2022-01-21,Milwaukee Bucks,Chicago Bulls,94,90,,,,,,,,,,,,,,,
474293,2022-02-17,Milwaukee Bucks,Philadelphia 76ers,120,123,,,,,,,,,,,,,,,
474328,2022-02-28,Milwaukee Bucks,Charlotte Hornets,130,106,,,,,,,,,,,,,,,
474431,2022-03-14,Utah Jazz,Milwaukee Bucks,111,117,,,,,,,,,,,,,,,
474451,2022-03-16,Sacramento Kings,Milwaukee Bucks,126,135,,,,,,,,,,,,,,,
465593,2021-08-15,Washington Wizards,Milwaukee Bucks,93,83,,,,,,,,,,,,,,,
474160,2022-01-30,Milwaukee Bucks,Denver Nuggets,100,136,,,,,,,,,,,,,,,
474372,2022-03-06,Milwaukee Bucks,Phoenix Suns,132,122,,,,,,,,,,,,,,,
473734,2021-12-01,Milwaukee Bucks,Charlotte Hornets,127,125,,,,,,,,,,,,,,,
473410,2021-10-19,Milwaukee Bucks,Brooklyn Nets,127,104,,,,,,,,,,,,,,,
467896,2021-08-16,Denver Nuggets,Milwaukee Bucks,94,87,,,,,,,,,,,,,,,
474575,2022-04-03,Milwaukee Bucks,Dallas Mavericks,112,118,,,,,,,,,,,,,,,
474591,2022-04-05,Chicago Bulls,Milwaukee Bucks,106,127,,,,,,,,,,,,,,,
474608,2022-04-07,Milwaukee Bucks,Boston Celtics,127,121,,,,,,,,,,,,,,,
452667,2021-08-09,Milwaukee Bucks,LA Clippers,81,78,,,,,,,,,,,,,,,
473982,2022-01-05,Milwaukee Bucks,Toronto Raptors,111,117,,,,,,,,,,,,,,,
473991,2022-01-07,Brooklyn Nets,Milwaukee Bucks,109,121,,,,,,,,,,,,,,,
474131,2022-01-26,Cleveland Cavaliers,Milwaukee Bucks,115,99,,,,,,,,,,,,,,,
474616,2022-04-08,Detroit Pistons,Milwaukee Bucks,101,131,,,,,,,,,,,,,,,
474558,2022-03-31,Brooklyn Nets,Milwaukee Bucks,119,120,,,,,,,,,,,,,,,
835842,2022-04-20,Milwaukee Bucks,Chicago Bulls,110,114,,,,,,,,,,,,,,,
832819,2022-04-17,Milwaukee Bucks,Chicago Bulls,93,86,,,,,,,,,,,,,,,
474561,2022-04-01,Milwaukee Bucks,LA Clippers,119,153,,,,,,,,,,,,,,,
474625,2022-04-10,Cleveland Cavaliers,Milwaukee Bucks,133,115,,,,,,,,,,,,,,,
837570,2022-04-22,Chicago Bulls,Milwaukee Bucks,81,111,,,,,,,,,,,,,,,
842465,2022-04-27,Milwaukee Bucks,Chicago Bulls,116,100,,,,,,,,,,,,,,,
839443,2022-04-24,Chicago Bulls,Milwaukee Bucks,95,119,,,,,,,,,,,,,,,
844654,2022-05-01,Boston Celtics,Milwaukee Bucks,89,101,,,,,,,,,,,,,,,
845520,2022-05-03,Boston Celtics,Milwaukee Bucks,109,86,,,,,,,,,,,,,,,
847246,2022-05-07,Milwaukee Bucks,Boston Celtics,103,101,,,,,,,,,,,,,,,
851563,2022-05-15,Boston Celtics,Milwaukee Bucks,109,81,,,,,,,,,,,,,,,
849550,2022-05-11,Boston Celtics,Milwaukee Bucks,107,110,,,,,,,,,,,,,,,
850702,2022-05-13,Milwaukee Bucks,Boston Celtics,95,108,,,,,,,,,,,,,,,
848397,2022-05-09,Milwaukee Bucks,Boston Celtics,108,116,,,,,,,,,,,,,,,
